804524,771584,811870,179106,2.775e+06
781921,736301,782744,187679,2.69582e+06
756781,736668,779254,186209,2.66589e+06
815293,781165,804684,188542,2.80365e+06
762704,748641,803698,174930,2.69688e+06
766952,755543,815835,183621,2.72912e+06
788176,750625,740150,172274,2.65662e+06
800080,757032,764344,182311,2.70153e+06
749313,782243,817423,190864,2.73812e+06
788738,744773,775591,183758,2.67658e+06
707503,721746,767900,204676,2.5881e+06
720694,739264,804523,200805,2.65817e+06
795950,754669,767788,183528,2.69212e+06
732675,738604,738702,184516,2.5905e+06
735914,752418,769213,195007,2.64336e+06
736632,742718,756597,194590,2.62435e+06
715541,700731,762554,189970,2.5598e+06
745633,746533,794059,204619,2.712e+06
740420,718236,798039,210220,2.67556e+06
788147,762177,768447,203438,2.7326e+06
800132,749920,758915,224014,2.74331e+06
753105,743285,778639,212480,2.69254e+06
772737,803450,804663,217915,2.82064e+06
780710,710139,756419,232036,2.68959e+06
782239,706252,783693,223935,2.71181e+06
775947,731803,791595,221865,2.74541e+06
741415,705823,747570,212260,2.60891e+06
724404,803760,831294,213134,2.79432e+06
777417,752974,787833,216728,2.74697e+06
752075,717340,753221,228171,2.64791e+06
782956,767832,744632,217440,2.72521e+06
734744,725639,731803,217215,2.61533e+06
705419,681659,744471,201164,2.53924e+06
724518,725585,722473,207813,2.58468e+06
708790,769696,759314,214931,2.65294e+06
768573,736227,790520,221002,2.70934e+06
717770,724153,746082,216228,2.59682e+06
719326,722829,770446,224699,2.63369e+06
721013,767632,761093,216537,2.67494e+06
729217,693216,738840,219251,2.5793e+06
700128,706925,731899,215115,2.55076e+06
719475,719260,773192,233088,2.64336e+06
736047,725956,803518,233545,2.69049e+06
736215,714471,745905,233878,2.62723e+06
754188,736627,787002,224508,2.7081e+06
740610,751434,786496,231379,2.72492e+06
750175,739000,830041,232587,2.77484e+06
727730,720445,742819,233878,2.64377e+06
775593,767760,811997,243277,2.82827e+06
762418,726722,796120,245417,2.74203e+06
759826,740678,792044,238058,2.75176e+06
756388,764822,809472,238135,2.8049e+06
712687,736150,767419,268968,2.68661e+06
728267,711161,795965,231601,2.67587e+06
756787,804651,735467,225862,2.74675e+06
777894,712111,780116,244192,2.73809e+06
738300,713784,785548,243298,2.6976e+06
1.61928e+06,1.53432e+06,1.68383e+06,248681,5.47083e+06
1.5493e+06,1.50787e+06,1.61822e+06,259903,5.32058e+06
1.53847e+06,1.56984e+06,1.61707e+06,242495,5.33605e+06
1.55915e+06,1.60131e+06,1.63718e+06,240161,5.4229e+06
1.58705e+06,1.54215e+06,1.65295e+06,245057,5.4184e+06
1.5534e+06,1.57022e+06,1.60842e+06,252592,5.34512e+06
1.54973e+06,1.53929e+06,1.66363e+06,247168,5.36536e+06
1.5277e+06,1.61101e+06,1.64658e+06,240167,5.3828e+06
1.53359e+06,1.86486e+06,1.6202e+06,258835,5.63107e+06
1.56142e+06,1.50304e+06,1.59113e+06,258726,5.26953e+06
1.4873e+06,1.48487e+06,1.67602e+06,257890,5.27834e+06
1.51525e+06,381576,1.53647e+06,247832,4.03321e+06
1.49933e+06,1.47539e+06,1.57654e+06,252608,5.14996e+06
1.49021e+06,1.48724e+06,1.54254e+06,261599,5.12845e+06
1.53596e+06,1.51742e+06,1.59331e+06,271630,5.26253e+06
1.55135e+06,1.539e+06,1.58624e+06,271291,5.31291e+06
1.54855e+06,1.52144e+06,1.6078e+06,270650,5.30019e+06
1.55823e+06,1.5737e+06,1.59722e+06,267213,5.34853e+06
1.54024e+06,1.54048e+06,1.63436e+06,270821,5.3298e+06
1.53958e+06,1.51912e+06,1.69083e+06,264147,5.37121e+06
1.56478e+06,1.52748e+06,1.68418e+06,264468,5.39724e+06
1.5117e+06,1.51263e+06,1.63905e+06,270436,5.28558e+06
1.56406e+06,1.52563e+06,1.62844e+06,267670,5.34538e+06
1.52506e+06,1.52688e+06,1.63098e+06,284112,5.31946e+06
1.53129e+06,1.53683e+06,1.58874e+06,268156,5.29212e+06
1.5319e+06,1.52934e+06,1.56824e+06,269439,5.24909e+06
1.54252e+06,1.54622e+06,1.59556e+06,269610,5.30914e+06
1.49008e+06,1.48576e+06,1.58326e+06,268299,5.17748e+06
1.52851e+06,1.48443e+06,1.58466e+06,270622,5.22084e+06
1.49676e+06,1.62911e+06,1.60734e+06,293419,5.38572e+06
1.51297e+06,1.44048e+06,1.5495e+06,268453,5.12763e+06
1.49188e+06,1.4969e+06,1.57707e+06,268708,5.203e+06
1.48205e+06,1.51707e+06,1.5159e+06,280653,5.17172e+06
1.49116e+06,1.50234e+06,1.55551e+06,287103,5.20219e+06
1.50061e+06,1.47794e+06,1.56066e+06,290782,5.19428e+06
1.47913e+06,1.47569e+06,1.56795e+06,285035,5.18852e+06
1.59445e+06,1.56775e+06,1.67711e+06,314478,5.57008e+06
1.627e+06,1.61272e+06,1.63619e+06,303660,5.58042e+06
1.61451e+06,1.57265e+06,1.61972e+06,315031,5.553e+06
1.62116e+06,1.57247e+06,1.65832e+06,301273,5.56828e+06
1.56478e+06,1.58286e+06,1.643e+06,290757,5.49028e+06
