167,36,41,30,357
3630,4268,4093,1132,14868
8192,7901,8700,2334,29975
8306,10082,8966,3410,33949
17107,21716,18390,6602,69642
19352,17506,17895,5577,66044
19502,18319,22978,8534,75732
42382,37074,42463,7746,140522
43813,35787,36710,9540,139456
43287,38287,39877,12130,146566
49733,34958,39260,11380,147297
35482,34877,37115,12542,131396
36594,34610,39012,13481,136160
37385,36371,42190,14218,142535
81102,77542,83790,21251,285553
80960,77971,86875,18940,286867
77257,73434,80399,19163,274075
92017,78555,76847,18729,288470
80964,76176,79486,20505,280096
83190,77018,82743,21930,289322
77924,75048,87200,24044,288544
75919,83440,92352,29651,312494
79196,77306,96324,30359,309817
81950,77949,88465,27111,303177
77703,84392,83525,26958,298693
80066,80183,85831,31105,303561
78603,80936,77798,27976,290310
176310,177163,184229,35468,622359
169694,178764,166167,30786,589528
168392,168006,180161,34632,595788
161246,164366,190626,34880,597327
179080,164825,171324,38930,603723
185606,168835,192508,36642,632829
165997,174891,175384,44707,605509
174374,165320,182253,45060,612935
214741,182980,192272,45836,682843
182999,165418,176880,39652,616837
183108,163932,166080,45657,605331
173619,156837,171954,44782,596119
191582,169383,170055,47886,630546
168083,161442,176145,46027,602652
160002,165059,169447,54514,596094
165878,163916,177998,48919,603478
176560,169644,188611,52646,641208
170012,171694,173842,52899,621819
164948,176811,192812,58984,645213
174492,167739,188767,57430,640180
172794,165831,188860,58600,638778
163036,158089,176376,56563,603627
173810,160779,172643,57935,611418
170412,177301,169197,59688,633467
158547,168098,184881,64532,627073
167803,165701,175391,61474,624573
349071,348789,369947,65561,1.22154e+06
356965,354058,380157,64109,1.24705e+06
374548,396928,395406,73766,1.33514e+06
380175,369917,362695,65472,1.27788e+06
342490,398413,370364,68216,1.26858e+06
346971,361814,377635,70314,1.2537e+06
383201,366310,410761,74701,1.3297e+06
354973,369106,387785,70137,1.28299e+06
377081,360831,393679,91251,1.31717e+06
340419,340527,387298,74899,1.23595e+06
386374,363137,384538,77549,1.30803e+06
376426,360799,380843,84094,1.29743e+06
350010,356208,396832,81551,1.28573e+06
344943,377326,391439,82554,1.29275e+06
343749,370249,370255,84097,1.26492e+06
370564,369431,395554,82889,1.31565e+06
366818,378862,380615,80548,1.31167e+06
390463,370814,364203,83711,1.30981e+06
349399,367402,377420,81678,1.2688e+06
364553,364778,372686,92940,1.29976e+06
360765,382136,404548,88680,1.34101e+06
355185,368269,368512,89399,1.27583e+06
356262,346853,398245,88239,1.2787e+06
349370,358936,366900,89559,1.25883e+06
343683,372866,369801,89333,1.27021e+06
354379,365961,388941,98846,1.30457e+06
346577,344622,377597,113088,1.27375e+06
359217,365101,375462,98208,1.29776e+06
375737,369310,398644,102020,1.34253e+06
394809,356466,368512,93549,1.31136e+06
337135,346738,377756,95615,1.25034e+06
354802,359025,373451,104281,1.29172e+06
347007,341670,371723,108732,1.26461e+06
356474,381921,415329,102553,1.35802e+06
361419,371819,406990,116592,1.35843e+06
362649,382636,374061,108482,1.32488e+06
360002,360667,400261,122074,1.34159e+06
366766,374757,407997,114464,1.36611e+06
378990,376206,373854,118321,1.35856e+06
353469,348546,364281,106737,1.27471e+06
345430,339403,388163,109335,1.27826e+06
345128,365453,392715,113133,1.31329e+06
360724,363497,375716,115300,1.31259e+06
336770,357008,384817,114653,1.29644e+06
348798,353814,384913,123329,1.30987e+06
341253,345407,373017,114470,1.27407e+06
343967,366824,389647,117435,1.31452e+06
372575,371326,398089,118360,1.37326e+06
350146,338305,372403,120672,1.28795e+06
353595,353008,376425,129810,1.31989e+06
372370,357567,384465,131518,1.35036e+06
357231,354783,366139,123277,1.31137e+06
751374,771864,784903,127413,2.61237e+06
772354,747696,759850,130824,2.59578e+06
768093,725244,757500,121257,2.54473e+06
732275,733281,751035,137121,2.53082e+06
744800,757649,772171,124804,2.58127e+06
792122,783823,791784,133563,2.68855e+06
760574,756035,766105,139377,2.59868e+06
800826,748156,757731,128842,2.61361e+06
761966,776979,759050,131881,2.62055e+06
757750,741010,746266,129725,2.55794e+06
776044,768910,784970,129743,2.64353e+06
812652,739332,754986,146051,2.65004e+06
772835,775003,752255,134469,2.61452e+06
782292,755891,793713,143455,2.66346e+06
747543,746507,789127,143155,2.61069e+06
765138,741964,744496,135102,2.57437e+06
761538,754703,784575,142037,2.6274e+06
740075,723129,796111,148914,2.58703e+06
757596,722437,825623,139540,2.63184e+06
760698,745823,778743,147818,2.61632e+06
742539,718607,774508,147005,2.56583e+06
803199,741270,790633,151951,2.67586e+06
771595,748537,763056,145994,2.61522e+06
803066,734824,772410,151167,2.65425e+06
761656,775403,766113,153051,2.65509e+06
744453,752835,804597,168211,2.66098e+06
790766,814064,790996,172129,2.76257e+06
776439,766908,739571,144056,2.61689e+06
770272,761225,765056,160462,2.64539e+06
741821,727632,814463,160188,2.63209e+06
749253,768514,774965,149349,2.64807e+06
753617,763949,767840,160888,2.63246e+06
755571,779137,806701,164867,2.69821e+06
771684,763213,807027,171130,2.7e+06
764710,745462,746930,158487,2.59849e+06
745389,727738,716653,153393,2.53478e+06
715240,706315,741163,167092,2.51249e+06
698986,699589,743430,161856,2.48186e+06
711905,714281,747462,179601,2.52937e+06
699013,711853,728686,156785,2.47918e+06
710171,726007,758804,171635,2.54904e+06
697087,713546,741827,164067,2.49851e+06
706076,680045,725675,164253,2.47244e+06
695116,687271,734227,169483,2.47619e+06
750112,725050,721680,168548,2.55479e+06
704972,700928,733220,169837,2.50116e+06
738847,727079,796874,173991,2.6274e+06
782026,758413,776228,168243,2.6863e+06
