0.000000,0.000000,0.000000,0.000000,0.000000
4.000000,4.000000,5.000000,1.000000,15.000000
9.000000,9.000000,14.000000,4.000000,40.000000
11.000000,10.000000,9.000000,3.000000,36.000000
18.000000,18.000000,19.000000,4.000000,64.000000
19.000000,18.000000,18.000000,6.000000,65.000000
20.000000,18.000000,18.000000,6.000000,68.000000
37.000000,40.000000,41.000000,7.000000,133.000000
45.000000,43.000000,40.000000,10.000000,147.000000
45.000000,41.000000,41.000000,9.000000,147.000000
49.000000,37.000000,39.000000,11.000000,145.000000
48.000000,39.000000,40.000000,11.000000,150.000000
41.000000,39.000000,39.000000,13.000000,143.000000
41.000000,38.000000,38.000000,15.000000,144.000000
82.000000,85.000000,82.000000,14.000000,285.000000
85.000000,77.000000,81.000000,16.000000,275.000000
89.000000,79.000000,78.000000,19.000000,282.000000
82.000000,82.000000,87.000000,19.000000,290.000000
90.000000,82.000000,80.000000,19.000000,289.000000
86.000000,79.000000,78.000000,20.000000,281.000000
84.000000,77.000000,78.000000,23.000000,283.000000
79.000000,87.000000,85.000000,23.000000,297.000000
84.000000,81.000000,83.000000,25.000000,292.000000
81.000000,78.000000,83.000000,24.000000,282.000000
85.000000,81.000000,86.000000,25.000000,297.000000
79.000000,78.000000,85.000000,30.000000,290.000000
87.000000,97.000000,87.000000,29.000000,320.000000
172.000000,179.000000,187.000000,35.000000,609.000000
182.000000,157.000000,175.000000,33.000000,583.000000
167.000000,166.000000,170.000000,34.000000,570.000000
165.000000,169.000000,188.000000,37.000000,596.000000
170.000000,163.000000,174.000000,36.000000,580.000000
170.000000,192.000000,172.000000,39.000000,610.000000
172.000000,172.000000,170.000000,35.000000,586.000000
171.000000,179.000000,180.000000,38.000000,601.000000
165.000000,161.000000,181.000000,42.000000,584.000000
164.000000,161.000000,173.000000,48.000000,586.000000
173.000000,163.000000,177.000000,40.000000,588.000000
178.000000,167.000000,180.000000,43.000000,601.000000
167.000000,160.000000,166.000000,45.000000,572.000000
166.000000,168.000000,174.000000,43.000000,586.000000
166.000000,171.000000,170.000000,44.000000,589.000000
163.000000,167.000000,171.000000,45.000000,581.000000
162.000000,168.000000,172.000000,52.000000,589.000000
181.000000,170.000000,180.000000,47.000000,613.000000
171.000000,174.000000,189.000000,50.000000,617.000000
170.000000,164.000000,189.000000,53.000000,616.000000
169.000000,172.000000,175.000000,54.000000,607.000000
173.000000,169.000000,181.000000,51.000000,609.000000
165.000000,168.000000,183.000000,54.000000,605.000000
163.000000,163.000000,174.000000,52.000000,587.000000
167.000000,169.000000,197.000000,54.000000,623.000000
170.000000,167.000000,184.000000,56.000000,611.000000
369.000000,368.000000,375.000000,57.000000,1235.000000
367.000000,380.000000,391.000000,58.000000,1261.000000
371.000000,354.000000,365.000000,60.000000,1218.000000
338.000000,359.000000,387.000000,59.000000,1213.000000
364.000000,367.000000,374.000000,59.000000,1229.000000
347.000000,358.000000,370.000000,66.000000,1209.000000
355.000000,362.000000,366.000000,70.000000,1219.000000
351.000000,372.000000,391.000000,66.000000,1249.000000
356.000000,378.000000,379.000000,66.000000,1243.000000
370.000000,380.000000,387.000000,74.000000,1284.000000
